    6     90      1      1      1     17      2      1      1      1      1     0.813     0.336     0.402      1      1      1    999    999    999  
    6     90      1      2      2    121      3      1      1      1      0     1.072     0.376     0.245      1      1      0    999    999    999  
    6     90      1      3      2    136      1      1      0      0      0     2.485     0.389     0.322      0      0      0    999    999    999  
    6     91      1      1      1      7      3      1      1      1      1     1.261     0.675     0.925      1      1      1    999    999    999  
    6     91      1      2      2    110      1      1      1      1      1     1.516     0.336     0.352      1      1      1    999    999    999  
    6     91      1      3      2    143      2      1      0      0      0     0.949     0.248     2.531      0      0      0    999    999    999  
    6     92      0      1      2    112      1      4      1      1      1     1.415     0.486     1.035      1      1      1    999    999    999  
    6     92      0      2      2    102      2      4      1      1      1     0.813     0.408     0.979      1      1      1    999    999    999  
    6     92      0      3      2    143      3      4      0      0      0     0.840     0.301     0.536      0      0      0    999    999    999  
    6     93      1      1      2    113      3      2      1      1      1     0.952     0.387     0.400      1      1      1    999    999    999  
    6     93      1      2      1     15      1      2      1      1      1     2.428     0.365     0.251      1      1      1    999    999    999  
    6     93      1      3      2    118      2      2      0      0      0     1.024     0.269     0.504      0      0      0    999    999    999  
    6     94      0      1      2    158      2      4      1      1      1     1.209     0.400     0.320      1      1      1    999    999    999  
    6     94      0      2      2    140      3      4      0      1      1     0.808     0.448     0.392      0      1      1    999    999    999  
    6     94      0      3      2    166      1      4      0      0      1     3.413     0.351     0.464      0      0      1    999    999    999  
    6     95      1      1      1      3      3      1      1      1      1     0.872     0.360     0.461      1      1      1    999    999    999  
    6     95      1      2      2    154      2      1      1      1      1     2.145     0.488     0.752      1      1      1    999    999    999  
    6     95      1      3      2    152      1      1      0      0      1     1.855     0.293     0.298      0      0      1    999    999    999  
    6     96      1      1      2    127      1      2      1      1      1     1.599     0.309     0.258      1      1      1    999    999    999  
    6     96      1      2      1     27      3      2      1      1      1     1.024     0.402     0.413      1      1      1    999    999    999  
    6     96      1      3      2    114      2      2      0      0      0     1.038     0.280     1.040      0      0      0    999    999    999  
    6     97      1      1      2    178      3      2      1      1      1     1.000     0.358     0.596      1      1      1    999    999    999  
    6     97      1      2      1     18      2      2      1      1      1     1.443     0.280     0.360      1      1      1    999    999    999  
    6     97      1      3      2    108      1      2      0      0      0     1.708     0.366     0.309      1      0      0     -1    999    999  
